method,stage,seed,sweep,seconds,rank,signal_rmse,observation_rmse,noise_sd,loading_variance,elbo,expected_log_likelihood,kl_loading,kl_feature,row_regularization,column_regularization,penalized_elbo,package_negative_elbo,package_score_discrepancy,min_loading_kl,min_feature_kl,current_covariates_match_fitted,fit_seconds,uncontended_timing,final_network_state_entries
mean,warm,22,20,38.36322670002119,4,0.07936675101518631,1.2481552362442017,1.2505673170089722,8.074113429756835e-05,-332110.3073311745,-328507.16414269793,1534.4066772460938,2068.7365112304688,-463.9331361373314,-67.51148509979248,-332641.7519524116,332110.3125,0.005168825504370034,50.4727783203125,406.8856201171875,True,38.36322670002119,False,17652
mean,warm,23,20,37.18019450007705,4,0.07700222730636597,1.246961236000061,1.2494145631790161,0.00013660924741998315,-331900.20235551323,-328322.71584428276,1530.305419921875,2047.1810913085938,-461.8548019839246,-66.71305847167969,-332428.77021596883,331900.21875,0.01639448676723987,50.992431640625,413.61651611328125,True,37.18019450007705,False,17652
mean,warm,24,20,38.462891700008186,4,0.07743897289037704,1.2476049661636353,1.2499585151672363,8.58503335621208e-05,-331972.14181168977,-328409.78774674836,1531.9555969238281,2030.3984680175781,-462.9008279451216,-66.16424655914307,-332501.206886194,331972.15625,0.01443831023061648,49.7635498046875,402.3280944824219,True,38.462891700008186,False,17652
mean,warm,25,20,38.578766500082565,4,0.07631338387727737,1.2492841482162476,1.2516794204711914,0.00017343048239126801,-332178.2421943492,-328684.93460767926,1530.51904296875,1962.7885437011719,-460.21169137048525,-59.53254508972168,-332697.98643080937,332178.25,0.007805650820955634,50.197021484375,392.1934509277344,True,38.578766500082565,False,17652
mean,warm,26,20,36.79866809991654,4,0.07683808356523514,1.246660590171814,1.2491053342819214,0.0001795438292901963,-331758.1817701969,-328273.2409132633,1525.7478332519531,1959.1930236816406,-462.003035486266,-64.94140720367432,-332285.1262128868,331758.15625,-0.025520196883007884,50.15521240234375,388.7264099121094,True,36.79866809991654,False,17652
mean,warm,27,20,39.30212059995392,4,0.0782845988869667,1.2473093271255493,1.2497403621673584,0.00022215874923858792,-331903.17387014965,-328374.8671684895,1533.8891296386719,1994.4175720214844,-460.77487190625595,-63.14079761505127,-332427.08953967097,331903.1875,0.013629850349389017,50.837890625,370.6410217285156,True,39.30212059995392,False,17652
mean,warm,28,20,38.48092489998089,4,0.08709429204463959,1.2448865175247192,1.2476811408996582,0.0009323291596956551,-331676.742411576,-328045.05189033574,1599.4502868652344,2032.240234375,-606.9635414062486,-64.56790447235107,-332348.2738574546,331676.71875,-0.02366157597862184,50.0762939453125,431.03887939453125,True,38.48092489998089,False,17652
mean,warm,29,20,37.63756460000877,4,0.0776522234082222,1.2483595609664917,1.2507197856903076,7.267086766660213e-05,-332026.434278458,-328531.5398997959,1524.439453125,1970.4549255371094,-462.8167304053439,-63.98432159423828,-332553.23533045757,332026.46875,0.034471541992388666,49.7803955078125,389.1042785644531,True,37.63756460000877,False,17652
mean,warm,30,20,32.510368600080255,4,0.0765228196978569,1.2490394115447998,1.2514455318450928,7.503385859308764e-05,-332193.08887425734,-328647.5784677632,1530.4686279296875,2015.0417785644531,-462.361409936314,-66.08386516571045,-332721.5341493594,332193.0625,-0.02637425734428689,50.375,408.08978271484375,True,32.510368600080255,False,17652
mean_second,cgb,1,10,19.17440709998482,6,0.18433406949043274,1.2381389141082764,1.2502256631851196,0.8121121525764465,-336864.80858597206,-328452.5340803568,6298.8746337890625,2113.399871826172,-469.84058698831745,-62.84622859954834,-337397.4954015599,336864.8125,0.003914027940481901,29.168701171875,45.245697021484375,True,19.17440709998482,True,26732
mean_second,cgb,2,10,18.54044270000304,4,0.16758564114570618,1.2381900548934937,1.2497433423995972,1.1499388217926025,-336568.8737100556,-328375.3590616181,6183.4525146484375,2010.0621337890625,-462.60251677614934,-65.36166000366211,-337096.8378868354,336568.875,0.0012899443972855806,914.7890625,420.24859619140625,True,18.54044270000304,False,17576
mean_second,cgb,3,10,22.21334659997956,6,0.17598681151866913,1.2354282140731812,1.2472151517868042,0.77884840965271,-336012.75912115857,-327970.35206244275,6011.459228515625,2030.9478302001953,-463.8414433660606,-69.16931058466434,-336545.7698751093,336012.78125,0.022128841432277113,9.1484375,12.08551025390625,True,22.21334659997956,False,26732
mean_second,cgb,4,10,21.36698490002891,6,0.18015658855438232,1.2372550964355469,1.2494908571243286,0.8031248450279236,-336983.7536803848,-328334.94078365626,6434.4742431640625,2214.338653564453,-468.36301214994546,-70.16768717765808,-337522.28437971236,336983.75,-0.0036803847760893404,31.2899169921875,45.30497741699219,True,21.36698490002891,False,26732
mean_second,cgb,5,10,19.886145699972985,4,0.1703186184167862,1.2436753511428833,1.2554662227630615,1.1846404075622559,-337526.83315763256,-329289.1018954255,6245.875732421875,1991.8555297851562,-491.30888004124,-60.2719144821167,-338078.4139521559,337526.8125,-0.020657632558140904,901.550537109375,405.85443115234375,True,19.886145699972985,False,17576
mean_second,cgb,6,10,21.211748200003058,6,0.17432977259159088,1.2387053966522217,1.2506619691848755,0.7987985610961914,-337104.6793933327,-328522.31518129655,6442.095703125,2140.268508911133,-467.2766890832377,-69.78344921767712,-337641.7395316336,337104.6875,0.008106667315587401,4.0390625,1.943817138671875,True,21.211748200003058,False,26732
mean_second,cgb,7,10,21.841445500060217,6,0.17514978349208832,1.235121250152588,1.2473764419555664,0.8046389222145081,-336469.79833586665,-327996.20725615474,6326.3974609375,2147.193618774414,-470.18826753854023,-63.22229051589966,-337003.2088939211,336469.78125,-0.017085866653360426,52.16357421875,70.39212036132812,True,21.841445500060217,False,26732
mean_second,cgb,8,10,21.34220829998958,6,0.17517460882663727,1.2377835512161255,1.2498037815093994,0.7932977080345154,-336554.1431859407,-328385.0127538118,6092.9571533203125,2076.1732788085938,-466.1139266076132,-63.523614048957825,-337083.78072659724,336554.125,-0.018185940687544644,36.7552490234375,56.60150146484375,True,21.34220829998958,False,26732
mean_second,cgb,9,10,21.59552820000681,6,0.1790734827518463,1.2368980646133423,1.2490898370742798,0.8344570398330688,-336663.68688515783,-328270.74071816565,6279.0206298828125,2113.925537109375,-470.0064016184436,-66.34750604629517,-337200.04079282255,336663.65625,-0.030635157832875848,26.6680908203125,22.688720703125,True,21.59552820000681,False,26732
mean_second,cgb,10,10,21.307635300036054,6,0.17754246294498444,1.2370994091033936,1.2491788864135742,0.8099722266197205,-336583.26401069947,-328284.99098518677,6185.1026611328125,2113.170364379883,-465.7954744621361,-68.3221772313118,-337117.38166239293,336583.28125,0.017239300534129143,10.29052734375,10.653305053710938,True,21.307635300036054,False,26732
mean_second,cgb,11,10,20.999406699993415,4,0.16733960807323456,1.2343742847442627,1.2458763122558594,1.1352139711380005,-335843.43088121543,-327755.53534288536,6112.373291015625,1975.5222473144531,-463.2133828063088,-62.47986030578613,-336369.12412432756,335843.4375,0.006618784565944225,855.857177734375,392.3793029785156,True,20.999406699993415,False,0
mean_second,cgb,12,10,19.74930209995364,4,0.16971901059150696,1.240476369857788,1.2521638870239258,1.1682088375091553,-337063.5466535401,-328762.32726267097,6293.1412353515625,2008.0781555175781,-478.3491962293902,-59.044976234436035,-337600.9408260039,337063.5625,0.015846459893509746,904.3350830078125,402.5312194824219,True,19.74930209995364,False,17576
mean_second,cgb,13,10,21.263488399999915,6,0.19900938868522644,1.2355455160140991,1.250849962234497,1.0601708889007568,-338068.82960889424,-328552.36934278096,7324.4176025390625,2192.0426635742188,-600.9128718227756,-83.42693328857422,-338753.1694140056,338068.84375,0.014141105755697936,31.3846435546875,58.14617919921875,True,21.263488399999915,False,26732
mean_second,cgb,14,10,20.98278610003763,6,0.19988851249217987,1.2285070419311523,1.2434959411621094,1.0324300527572632,-336671.4197824402,-327373.0445840759,7149.404296875,2148.970901489258,-606.5291909061053,-80.01036930084229,-337357.9593426471,336671.4375,0.017717559821903706,39.3497314453125,62.1224365234375,True,20.98278610003763,False,26732
mean_second,cgb,15,10,21.383723099977942,6,0.17965583503246307,1.2342493534088135,1.2465265989303589,0.8084728121757507,-336265.44092771003,-327859.89377805183,6250.412841796875,2155.134307861328,-466.51602770062516,-68.86362886428833,-336800.82058427494,336265.4375,-0.0034277100348845124,48.0008544921875,59.35400390625,True,21.383723099977942,False,26732
mean_second,cgb,16,10,20.887296200031415,6,0.1719585359096527,1.2391117811203003,1.2508355379104614,0.7841416001319885,-336757.97301231296,-328550.05583702,6163.62939453125,2044.2877807617188,-465.296929648173,-66.0105829834938,-337289.2805249446,336757.96875,-0.004262312955688685,13.654052734375,14.294219970703125,True,20.887296200031415,False,26732
mean_second,cgb,17,10,21.08301549992757,6,0.1747944951057434,1.238534688949585,1.2505196332931519,0.8094865679740906,-336747.6593498227,-328499.5280632016,6171.397705078125,2076.7335815429688,-468.6672226858414,-72.14670866727829,-337288.4732811758,336747.65625,-0.003099822672083974,37.8629150390625,32.4599609375,True,21.08301549992757,False,26732
mean_second,cgb,18,10,21.287802500039106,6,0.17627041041851044,1.239048719406128,1.2511366605758667,0.7841150760650635,-336765.425652653,-328598.18851581216,6061.862060546875,2105.3750762939453,-465.34166821132965,-68.06011438369751,-337298.827435248,336765.4375,0.011847347021102905,38.7357177734375,60.862213134765625,True,21.287802500039106,False,26732
mean_second,cgb,19,10,21.819349299999885,6,0.1849326491355896,1.2384872436523438,1.2515839338302612,0.8623313903808594,-337312.8851520182,-328669.67349735514,6522.11328125,2121.098373413086,-468.95225372505007,-67.67551982402802,-337849.5129255673,337312.90625,0.021097981778439134,14.525634765625,35.64030456542969,True,21.819349299999885,False,26732
mean_second,cgb,20,10,21.560063600016292,6,0.17550663650035858,1.2366124391555786,1.248583197593689,0.7944803237915039,-336490.38402606675,-328189.5959096117,6209.198486328125,2091.589630126953,-466.33158151690384,-66.96477741003036,-337023.68038499367,336490.40625,0.022223933250643313,21.541015625,30.148834228515625,True,21.560063600016292,False,26732
mean_second,cgb,21,10,21.240506900008768,6,0.17469029128551483,1.2388880252838135,1.250773549079895,0.7986886501312256,-336927.7742992401,-328540.1450878143,6279.6927490234375,2107.9364624023438,-465.4084823007672,-66.3879366517067,-337459.57071819255,336927.75,-0.024299240089021623,21.9278564453125,27.635467529296875,True,21.240506900008768,False,26732
mean_second,cgb,22,10,21.26579649996711,6,0.18238262832164764,1.2358756065368652,1.248260259628296,0.8138717412948608,-336910.06095350726,-328137.86173475726,6534.4371337890625,2237.7620849609375,-472.6448957370726,-71.82223892211914,-337454.52808816644,336910.0625,0.001546492741908878,66.3841552734375,81.1854248046875,True,21.26579649996711,False,26732
mean_second,cgb,23,10,21.873185299977195,6,0.17515401542186737,1.236209750175476,1.2483030557632446,0.7870708107948303,-336741.410383082,-328144.7071207529,6429.9549560546875,2166.748306274414,-466.2234827627645,-71.29254746437073,-337278.9264133091,336741.4375,0.02711691800504923,21.1268310546875,36.604461669921875,True,21.873185299977195,False,26732
mean_second,cgb,24,10,21.709950200049207,6,0.17416441440582275,1.237351894378662,1.2492414712905884,0.813850998878479,-336667.6145214803,-328295.02042052813,6277.18701171875,2095.4070892333984,-464.8818829222248,-69.71209332346916,-337202.20849772595,336667.59375,-0.020771480281837285,8.959228515625,15.978347778320312,True,21.709950200049207,False,26732
mean_second,cgb,25,10,21.69760439993115,6,0.1753247231245041,1.2382522821426392,1.2503496408462524,0.8044449090957642,-336705.3358410301,-328472.3515881004,6136.626953125,2096.3572998046875,-470.51122517358755,-64.20939350128174,-337240.056459705,336705.375,0.039158969884738326,32.114501953125,53.446441650390625,True,21.69760439993115,False,26732
mean_second,cgb,26,10,21.417459899937967,5,0.1696036010980606,1.2374740839004517,1.2490482330322266,0.9305718541145325,-336145.53886351746,-328264.070510246,5906.499755859375,1974.9685974121094,-463.9347605414402,-61.34618505835533,-336670.81980911724,336145.53125,-0.007613517460413277,19.16943359375,26.616668701171875,False,21.417459899937967,False,0
mean_second,cgb,27,10,22.045627900020918,6,0.17959186434745789,1.2349961996078491,1.247389793395996,0.837253987789154,-336498.1172350346,-327998.346299976,6326.839111328125,2172.9318237304688,-473.1694131734323,-66.90454459190369,-337038.19119279995,336498.125,0.007764965412206948,93.136962890625,85.59701538085938,True,22.045627900020918,False,26732
mean_second,cgb,28,10,21.692501900019124,6,0.19925519824028015,1.231357455253601,1.2468481063842773,1.0656522512435913,-337541.52574686427,-327911.47513346095,7423.4705810546875,2206.580032348633,-583.8500999419526,-73.10076999664307,-338198.47661680286,337541.53125,0.005503135733306408,51.4696044921875,73.14372253417969,True,21.692501900019124,False,26732
mean_second,cgb,29,10,21.74060809999355,6,0.17501573264598846,1.2374513149261475,1.2495180368423462,0.805680513381958,-336548.7555231949,-328339.2861018082,6111.2501220703125,2098.2192993164062,-469.60691731466255,-67.06794929504395,-337085.4303898046,336548.78125,0.02572680509183556,47.1041259765625,57.705474853515625,True,21.74060809999355,False,26732
mean_second,cgb,30,10,18.708917499956442,5,0.17376431822776794,1.2392537593841553,1.2509926557540894,0.9212654232978821,-336857.2688744578,-328575.17240839335,6234.6605224609375,2047.4359436035156,-462.67552991405086,-71.00418812036514,-337390.9485924922,336857.28125,0.012375542195513844,14.2650146484375,23.726348876953125,True,18.708917499956442,False,22122
mean_second,cold,1,30,17.166945700038923,4,0.08823145925998688,1.2477362155914307,1.251159906387329,0.015725070610642433,-332434.7657462242,-328601.92611609725,1835.9806823730469,1996.8589477539062,-713.4306745200878,-58.52704620361328,-333206.7234669479,332434.78125,0.015503775794059038,177.48019409179688,393.49542236328125,True,17.166945700038923,True,71028
mean_second,cold,2,30,19.002058900048723,4,0.08494172990322113,1.246021032333374,1.248537302017212,0.0032456491608172655,-331909.0264388331,-328182.2499190577,1693.5789184570312,2033.1976013183594,-717.1881191380957,-64.16107654571533,-332690.3756345169,331909.03125,0.004811166902072728,96.8922119140625,419.789794921875,True,19.002058900048723,False,71028
mean_second,cold,3,30,19.766632499959087,4,0.08461052924394608,1.2439409494400024,1.247114658355713,0.01133356150239706,-331706.4946637332,-327954.2305646121,1787.223388671875,1965.0407104492188,-722.5846049266904,-63.30671787261963,-332492.3859865325,331706.46875,-0.025913733174093068,149.35797119140625,386.64752197265625,True,19.766632499959087,False,71028
mean_second,cold,4,30,22.04748470004415,4,0.08325165510177612,1.2472641468048096,1.2503925561904907,0.009831968694925308,-332344.7780848938,-328479.21428789676,1801.854232788086,2063.7095642089844,-711.0353037686903,-61.795565605163574,-333117.6089542677,332344.78125,0.003165106172673404,160.5297088623047,420.66790771484375,True,22.04748470004415,False,71028
mean_second,cold,5,30,18.88339389997418,4,0.08172495663166046,1.2516775131225586,1.2544950246810913,0.00990560557693243,-332876.6347490279,-329134.33824023884,1747.043701171875,1995.2528076171875,-718.1155768917986,-56.075143814086914,-333650.8254697338,332876.625,-0.009749027900397778,104.863037109375,404.303955078125,True,18.88339389997418,False,71028
mean_second,cold,6,30,19.520583699952113,4,0.08666949719190598,1.2476292848587036,1.2505953311920166,0.008691190741956234,-332342.53437786666,-328511.6527555522,1750.8846435546875,2079.9969787597656,-714.3861106017057,-68.886643409729,-333125.8071318781,332342.5,-0.034377866657450795,130.2210693359375,435.2666931152344,True,19.520583699952113,False,71028
mean_second,cold,7,30,19.28364929999225,4,0.08116865158081055,1.2449471950531006,1.2480617761611938,0.009961734525859356,-331893.2402423829,-328106.05271186534,1779.5639038085938,2007.6236267089844,-714.6240809386784,-59.3681697845459,-332667.23249310616,331893.25,0.00975761708104983,167.10382080078125,400.12677001953125,True,19.28364929999225,False,71028
mean_second,cold,8,30,18.954201099986676,4,0.07982910424470901,1.2474255561828613,1.2503994703292847,0.014534681104123592,-332198.06850453047,-328480.3135912004,1751.4018249511719,1966.3530883789062,-720.701676102654,-60.56701183319092,-332979.3371924663,332198.0625,-0.006004530470818281,129.30215454101562,392.52960205078125,True,18.954201099986676,False,71028
mean_second,cold,9,30,19.342138200096088,4,0.08477286249399185,1.2470043897628784,1.2499433755874634,0.009486584924161434,-332173.18597455864,-328407.35070844536,1751.0458374023438,2014.7894287109375,-713.3002855975715,-62.135976791381836,-332948.6222369476,332173.15625,-0.029724558640737087,131.98150634765625,407.47027587890625,True,19.342138200096088,False,71028
mean_second,cold,10,30,19.27667019996443,4,0.08783913403749466,1.2468458414077759,1.2497100830078125,0.006849067751318216,-332119.44291970175,-328370.0257444088,1740.13037109375,2009.2868041992188,-713.018327243952,-62.16836166381836,-332894.62960860954,332119.40625,-0.03666970174526796,103.94973754882812,416.7960205078125,True,19.27667019996443,False,71028
mean_second,cold,11,30,18.913126799918246,4,0.08423347771167755,1.241890788078308,1.2446255683898926,0.007638710085302591,-331250.55062222155,-327554.6469356981,1710.3599548339844,1985.5437316894531,-725.5751790661942,-62.432082176208496,-332038.557883464,331250.5625,0.011877778451889753,113.31332397460938,395.18212890625,True,18.913126799918246,False,71028
mean_second,cold,12,30,18.929098400083603,4,0.08569081872701645,1.2485204935073853,1.2512379884719849,0.008620287291705608,-332358.87820608204,-328614.40262014454,1728.6848754882812,2015.7907104492188,-713.5129981313792,-56.79870128631592,-333129.18990549975,332358.875,-0.0032060820376500487,116.7586669921875,402.1693420410156,True,18.929098400083603,False,71028
mean_second,cold,13,30,19.348111100058304,4,0.09223775565624237,1.2476240396499634,1.2511931657791138,0.030217187479138374,-332492.1203096907,-328607.24341760087,1811.2001342773438,2073.6767578125,-873.9651174459956,-72.99795341491699,-333439.0833805516,332492.09375,-0.0265596907120198,104.7003173828125,444.9963073730469,True,19.348111100058304,False,71028
mean_second,cold,14,30,18.93584510005894,4,0.0974053293466568,1.2393943071365356,1.243827223777771,0.058601826429367065,-331258.1656398376,-327426.328878363,1821.0239562988281,2010.8128051757812,-826.6061879245287,-71.08840560913086,-332155.86023337126,331258.1875,0.021860162378288805,129.86618041992188,409.64434814453125,True,18.93584510005894,False,71028
mean_second,cold,15,30,19.112519699992845,4,0.08201000094413757,1.244125247001648,1.2474795579910278,0.016901958733797073,-331834.7806644334,-328012.7305850877,1811.3591918945312,2010.6908874511719,-716.3014786364012,-62.7246732711792,-332613.80681634095,331834.8125,0.031835566624067724,173.45672607421875,415.349853515625,True,19.112519699992845,False,71028
mean_second,cold,16,30,18.473621099896263,4,0.08144679665565491,1.2472667694091797,1.2502719163894653,0.009874993935227394,-332219.1558961092,-328459.91557018145,1752.200439453125,2007.0398864746094,-725.0854141016356,-64.23992156982422,-333008.48123178066,332219.1875,0.03160389082040638,161.7423095703125,402.92205810546875,True,18.473621099896263,False,71028
mean_second,cold,17,30,18.621859600039897,4,0.08236774057149887,1.2480825185775757,1.250908374786377,0.010081106796860695,-332299.9673675546,-328561.7081817636,1735.4725341796875,2002.7866516113281,-718.4490306173225,-66.11896896362305,-333084.53536713554,332299.96875,0.001382445392664522,118.40093994140625,387.0664978027344,True,18.621859600039897,False,71028
mean_second,cold,18,30,18.76316679996671,4,0.08600235730409622,1.2490453720092773,1.251870036125183,0.011061567813158035,-332397.1509071107,-328715.3869910951,1704.1419982910156,1977.6219177246094,-708.241328786499,-60.88715171813965,-333166.27938761533,332397.125,-0.02590711071388796,123.55764770507812,390.66900634765625,True,18.76316679996671,False,71028
mean_second,cold,19,30,19.15082880007685,4,0.08371983468532562,1.247824788093567,1.2508831024169922,0.01093345507979393,-332349.5305944651,-328557.6874242991,1765.2134704589844,2026.6296997070312,-716.2978387741928,-62.737486839294434,-333128.5659200786,332349.5,-0.030594465089961886,160.55917358398438,409.61199951171875,True,19.15082880007685,False,71028
mean_second,cold,20,30,19.59579739999026,4,0.0846729651093483,1.2453733682632446,1.2485475540161133,0.012847508303821087,-331971.10630782397,-328183.8929594353,1793.2853088378906,1993.9280395507812,-713.8638112001651,-61.213111877441406,-332746.1832309016,331971.09375,-0.012557823967654258,136.70700073242188,380.9482421875,True,19.59579739999026,False,71028
mean_second,cold,21,30,19.165729799919063,4,0.08389458805322647,1.2479069232940674,1.2507606744766235,0.010505001991987228,-332320.9587882162,-328538.0937979818,1745.5374755859375,2037.3275146484375,-722.4202950038957,-61.96973133087158,-333105.34881455096,332320.9375,-0.02128821617225185,140.8902587890625,406.28692626953125,True,19.165729799919063,False,71028
mean_second,cold,22,30,19.01490539999213,4,0.0831867977976799,1.2465629577636719,1.249670147895813,0.012162509374320507,-332221.9028621166,-328363.6296382396,1787.025146484375,2071.248077392578,-716.566806832348,-65.41301727294922,-333003.88268622186,332221.9375,0.03463788342196494,154.75323486328125,408.918212890625,True,19.01490539999213,False,71028
mean_second,cold,23,30,19.0048282998614,4,0.08375835418701172,1.2451415061950684,1.2484130859375,0.011795529164373875,-332027.69824649615,-328162.3607220821,1818.4237060546875,2046.913818359375,-708.5870695540805,-65.46672058105469,-332801.7520366313,332027.71875,0.020503503852523863,212.90802001953125,414.34686279296875,True,19.0048282998614,False,71028
mean_second,cold,24,30,19.19941680005286,4,0.08278345316648483,1.2462605237960815,1.249169945716858,0.014029549434781075,-332084.9201259132,-328283.55776019057,1762.8176879882812,2038.544677734375,-707.026703576106,-64.63064384460449,-332856.5774733339,332084.9375,0.017374086775816977,115.5694580078125,402.68853759765625,True,19.19941680005286,False,71028
mean_second,cold,25,30,19.25503260002006,4,0.07960737496614456,1.248294472694397,1.251139760017395,0.01131122000515461,-332300.80632216774,-328598.69261367165,1736.5584106445312,1965.5552978515625,-717.6833065967581,-59.40645503997803,-333077.8960838045,332300.8125,0.0061778322560712695,153.61407470703125,392.77423095703125,True,19.25503260002006,False,71028
mean_second,cold,26,30,19.337588700058404,4,0.08313404768705368,1.2455209493637085,1.248412013053894,0.011362999677658081,-331874.9677190888,-328162.1687383759,1746.933349609375,1965.8656311035156,-710.1559188462938,-64.1842679977417,-332649.30790593283,331875.0,0.03228091122582555,127.08050537109375,389.7591247558594,True,19.337588700058404,False,71028
mean_second,cold,27,30,19.55153040008736,4,0.08221634477376938,1.2457963228225708,1.2489838600158691,0.012393709272146225,-332045.9184287061,-328253.7648947706,1795.084228515625,1997.0693054199219,-705.9022224227228,-62.643221855163574,-332814.463872984,332045.90625,-0.012178706121630967,172.09320068359375,370.5627746582031,True,19.55153040008736,False,71028
mean_second,cold,28,30,19.32084460000624,4,0.08210285753011703,1.244841456413269,1.2474806308746338,0.008552853018045425,-331708.45973434474,-328012.9097160342,1713.3465576171875,1982.2034606933594,-723.0459789549247,-57.426907539367676,-332488.93262083904,331708.46875,0.009015655261464417,114.478759765625,415.61883544921875,True,19.32084460000624,False,71028
mean_second,cold,29,30,19.177673000114737,4,0.08514036238193512,1.247398018836975,1.2500473260879517,0.005858137737959623,-332109.9210172116,-328423.97802404757,1704.8876342773438,1981.0553588867188,-722.7145214539823,-63.36923789978027,-332896.0047765654,332109.90625,-0.014767211629077792,109.5841064453125,389.30224609375,True,19.177673000114737,False,71028
mean_second,cold,30,30,19.573651800019434,4,0.08579473942518234,1.247071385383606,1.250261664390564,0.010367436334490776,-332286.7913937784,-328458.27067234286,1800.063232421875,2028.4574890136719,-719.7458952009395,-63.81547737121582,-333070.35276635055,332286.78125,-0.010143778403289616,138.9810791015625,410.0181884765625,True,19.573651800019434,False,71028
mean_second,warm,1,20,29.49168359997566,4,0.08191315084695816,1.2499881982803345,1.2523837089538574,0.00017950021720025688,-332325.12122432655,-328797.4444054789,1537.4328002929688,1990.2440185546875,-460.8602986308328,-59.873491287231445,-332845.8550142446,332325.125,0.0037756734527647495,49.780029296875,393.037841796875,True,29.49168359997566,True,17844
mean_second,warm,2,20,35.83108910010196,4,0.07732298970222473,1.2468271255493164,1.2491703033447266,1.8124266716768034e-05,-331826.7863759517,-328283.6311025142,1529.89990234375,2013.25537109375,-463.6001391939433,-63.19722366333008,-332353.583738809,331826.78125,-0.005125951720401645,49.7734375,419.13970947265625,True,35.83108910010196,False,17844
mean_second,warm,3,20,38.375278999999864,4,0.07935246080160141,1.2456927299499512,1.2481048107147217,0.000134944828459993,-331600.22125005396,-328112.96874761255,1523.1253662109375,1964.1271362304688,-462.5857355399608,-63.68930721282959,-332126.49629280675,331600.21875,-0.0025000539608299732,50.54962158203125,386.25732421875,True,38.375278999999864,False,17844
mean_second,warm,4,20,38.69893029995728,4,0.07859820872545242,1.2489941120147705,1.251365065574646,4.45974656031467e-05,-332225.84279287385,-328634.7217906766,1530.7827758789062,2060.3382263183594,-463.5245480894553,-64.18998146057129,-332753.5573224239,332225.84375,0.0009571261471137404,50.831787109375,417.2095642089844,True,38.69893029995728,False,17844
mean_second,warm,5,20,35.96745260004536,4,0.07366878539323807,1.2530690431594849,1.2554514408111572,0.0001348887599306181,-332801.42964034877,-329286.73200851283,1527.6719665527344,1987.0256652832031,-461.50666539618743,-58.28626823425293,-333321.22257397923,332801.4375,0.007859651232138276,50.02410888671875,403.3555603027344,True,35.96745260004536,False,17844
mean_second,warm,6,20,38.317863599950215,4,0.08069057017564774,1.2487597465515137,1.2512215375900269,9.437536937184632e-05,-332220.5929675943,-328611.7607227212,1535.1311645507812,2073.7010803222656,-461.5407256997332,-70.05628681182861,-332752.18998010585,332220.59375,0.0007824057247489691,49.79345703125,433.2793884277344,True,38.317863599950215,False,17844
mean_second,warm,7,20,38.31140609993599,4,0.07789791375398636,1.246464490890503,1.2487916946411133,5.714747749152593e-05,-331754.8081654589,-328222.9937428515,1528.4276428222656,2003.3867797851562,-462.11377333853864,-58.54190731048584,-332275.46384610794,331754.8125,0.0043345410958863795,49.8284912109375,399.57647705078125,True,38.31140609993599,False,17844
mean_second,warm,8,20,37.76935029999004,4,0.07361508160829544,1.2487839460372925,1.251207709312439,0.00021791709878016263,-332098.36104029295,-328609.5525380957,1524.4167785644531,1964.3917236328125,-462.7656712985696,-60.4400053024292,-332621.5667168939,332098.34375,-0.01729029294801876,50.39599609375,392.02410888671875,True,37.76935029999004,False,17844
mean_second,warm,9,20,37.86169880005764,4,0.07683508098125458,1.2484337091445923,1.2508504390716553,0.00014186999760568142,-332078.44877653616,-328552.4494174053,1526.1548461914062,1999.8445129394531,-462.3470664001569,-61.36619758605957,-332602.1620405224,332078.4375,-0.011276536155492067,49.76123046875,404.65655517578125,True,37.86169880005764,False,17844
mean_second,warm,10,20,37.926491099991836,4,0.08053281158208847,1.248153567314148,1.2506015300750732,0.00012868795602116734,-332068.9558122985,-328512.62793143914,1554.0336303710938,2002.2942504882812,-461.6619418140756,-62.740196228027344,-332593.3579503406,332068.9375,-0.01831229851813987,49.7440185546875,416.0421447753906,True,37.926491099991836,False,17844
mean_second,warm,11,20,36.729708499944536,4,0.08110905438661575,1.2427661418914795,1.2451910972595215,0.00018933620594907552,-331164.5168327419,-327645.5172905056,1537.8949279785156,1981.1046142578125,-461.31198222991156,-62.05366897583008,-331687.8824839477,331164.5,-0.016832741908729076,49.84619140625,394.8856201171875,True,36.729708499944536,False,17844
mean_second,warm,12,20,36.159192799881566,4,0.08031082153320312,1.2494940757751465,1.2518094778060913,2.275015322084073e-05,-332236.35748082417,-328705.7220132949,1526.1187438964844,2004.5167236328125,-463.71526061315274,-58.11695671081543,-332758.1896981481,332236.34375,-0.013730824168305844,49.82427978515625,396.04302978515625,True,36.159192799881566,False,17844
mean_second,warm,13,20,37.496270799892955,4,0.08472397923469543,1.2488079071044922,1.2518366575241089,0.0014778486220166087,-332369.6068716322,-328710.0567770277,1602.485366821289,2057.064727783203,-600.0562520814593,-79.09008026123047,-333048.7532039749,332369.625,0.018128367781173438,49.7972412109375,437.2215881347656,True,37.496270799892955,False,17844
mean_second,warm,14,20,37.705761600023834,4,0.08606069535017014,1.2416876554489136,1.2447681427001953,0.0019792108796536922,-331203.3769994817,-327577.57082424976,1607.1121139526367,2018.6940612792969,-597.4336625676165,-76.0619125366211,-331876.87257458596,331203.375,-0.0019994816975668073,50.72314453125,409.9214782714844,True,37.705761600023834,False,17844
